"id","accident_situation","base_fault_explanation","case_code","legal_reference","modifier_explanation","precedent","usage_note"
92,"⊙선행 B차량이 우회전 대기 중인 상태에서 후행 A차량이 우측 공간으로 끼어들기하여 우회전 (대기)하다가 선행 B차량이 우회전하면서 접촉한 사고이다(우측 공간이 좁은 경우).","⊙도로교통법 제14조 제2항(차로 따라 통행), 제25조 제1항(도로의 우측 가장자리 서행), 제25조 제4항(우회전신호 선행차량 진행 방해 금지), 제26조 제1항(선진입차량에 양보)에 따라 차량이 단일차로에서 선·후행으로 진행하다가 후행 A차량이 먼저 빠져나가기 위해 우측으로 끼어들기 하여 우회전하던 중 접촉한 경우(선·후관계, 끼어들기 유사 사고), 후방 에서 우측으로 끼어들기한 A차량의 과실이 더 많은 것으로 판단하여, 선행 위치에서 우회 전한 B차량 30%, 후행 위치에서 끼어들기하면서 우회전한 A차량 70%로 기본과실을 정하였다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차20-2","NaN","NaN","NaN","NaN"
93,"⊙양 차량이 교차로에서 동일방향으로 동시 또는 유사한 시각에 진행함에 있어, 크게 또는 작게 좌회전을 하다가 왼쪽에서 진행하는 A차량과 오른쪽에서 진행하는 B차량이 충돌한 사고이다.","⊙동시 좌회전 중 사고인 경우에는 도로교통법 제14조 제2항(차로 따라 통행), 제25조 제2항 (교차로 중심 안쪽 서행 좌회전) 등에 따라 왼쪽의 안쪽 차량인 A차량에게 통행우선권을 주되 B차량이 좌회전시 왼쪽 A차량에 주의해야 하므로 양 차량의 기본 과실비율을 40:60 으로 정하였다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차21-1","NaN","NaN","NaN","NaN"
94,"⊙중앙선이 설치되어 있는 도로에서 직진하는 A차량과 맞은편 주행방향에서 진행하다가 중앙선을 침범하여 역주행하는 B차량이 충돌한 사고이다.","⊙맞은편 주행방향에서 직진하던 B차량이 중앙선을 침범하여 정상 직진 중인 A차량을 충돌한 사고로서, A차량에게는 사고에 관한 예측가능성과 회피가능성이 없으므로 중앙선 침범 차량인 B차량의 일방과실로 보아 양 차량의 비율을 0:100으로 정하였다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차31-1","NaN","NaN","NaN","NaN"
95,"⊙중앙선이 설치되어 있는 도로(차도)를 진행하는 A차량과 도로(차도)가 아닌 장소에서 중앙선을 넘어 좌회전을 하여 A차량이 진행하는 도로(차도)로 진입하는 B차량이 충돌한 사고이다.","⊙차도가 아닌 장소에 있는 차량이 중앙선을 넘어와 좌회전하다가 반대차선에서 진행중인 직진차량과 충돌한 경우에는 중앙선 침범사고에 해당하므로, 차도가 아닌 장소에 있던 차량인 B차량의 일방과실로 보아 양 차량의 기본 과실비율을 0:100으로 정한다.","차31-2","NaN","① 차도가 아닌 장소에 있는 차량이 도로에 진입하기 위해서 좌회전을 완료하자마자 사고가 발생한 경우로서 차도가 아닌 장소에 있던 차량인 B차량의 과실을 10%까지 감산할 수 있다. ⊙제3편 제2장 3. 수정요소의 해설 부분을 참조한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","NaN","NaN"
96,"⊙중앙선이 설치되어 있는 도로에서 직진 중인 A차량과 맞은편에서 주행방향에서 진행 하다가 중앙선을 넘어 유턴하거나 도로가 아닌 장소로 좌회전하는 B차량이 충돌한 사고이다.","⊙신뢰의 원칙상 중앙선을 침범한 B차량의 과실이 매우 중하고, 차도가 아닌 장소에 마을 입구, 주유소, 음식점 등이 있다는 사유만으로 B차량의 중앙선 침범이 허용되는 것은 아니며, B차량의 중앙선 침범에 대한 A차량의 예측가능성과 회피가능성이 현저히 낮다는 점을 고려하여 B차량의 일방과실로 보아 양 차량의 기본 과실비율을 0:100으로 정한다.","차31-3","NaN","⊙제3편 제2장 3. 수정요소의 해설 부분을 참조한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","NaN","NaN"
97,"⊙중앙선이 설치되어 있는 도로에서 정차 후 후진중인 A차량과 맞은편에서 주행방향으로 진행하다가 중앙선을 넘어 불법좌회전(또는 유턴)하는 B차량이 충돌한 사고이다. ⊙중앙선의 의미는 추월을 위해 안전에 주의하여 침범할 수 있지만(실선은 원칙적으로 금지 됨) 즉시 본래차로로 복귀해야 한다는 것이므로, 도로에 설치된 중앙선이 실선이든 점선이든 상관없이 적용된다.","⊙도로교통법 제18조 제1항에 따라 차마의 운전자는 다른 차마의 정상적인 통행을 방해할 우려가 있는 경우에는 차마를 운전하여 도로를 횡단하거나 유턴하여서는 아니 될 주의 의무가 있고, 특히 맞은편에서 주행방향으로 진행하는 차량이 없다고 하더라도 B차량의 중앙선 침범이 허용되는 것은 아니므로 중앙선을 넘어 불법좌회전(유턴)을 한 B차량의 과실이 중하다고 할 것이지만, 또한 차마의 운전자는 다른 차마의 정상적인 통행을 방해할 우려가 있는 경우에는 차마를 운전하여 도로를 후진하여서는 아니 될 주의의무가 있고, 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차31-4","NaN","NaN","NaN","NaN"
98,"⊙도로에 중앙선이 설치되어 있지 않고 좁은 도로폭 등으로 인해 양 차량이 계속 주행하기 위해 부득이 가상의 중앙선을 넘어가야 하는 골목길 또는 이면도로에서 서로 마주오던 A차량과 B차량이 교행하다가 충돌한 사고 이다.","⊙좁은 도로 폭이나 도로 양쪽의 주차차량들로 인해 양 차량의 교행이 쉽지 않은 이면도로 에서는 양 차량 모두 가상의 중앙선을 넘나들면서 주행하는 경우가 많고, 통상의 차량운전자 라면 이러한 사정을 충분히 예상하면서 미리 교행이 원활한 지점에서 양보하는 등 교행에 대비하여 운전해야 하므로 양 차량 모두 양보운전의무를 위반한 과실은 동일하다는 점을 고려하여 양 차량의 기본 과실비율을 50:50으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차32-1","NaN","NaN","NaN","NaN"
99,"NaN","NaN","차33-1","NaN","NaN","NaN","NaN"
100,"NaN","NaN","차33-2","NaN","NaN","NaN","NaN"
101,"⊙도로(고속도로 및 자동차전용도로 포함)를 후행하여 진행하는 A차량(뒤차)이 동일방향 에서 선행하는 B차량(앞차)을 추돌한 사고이다.","⊙추돌사고의 경우 기본적으로 선행차량인 피추돌차량은 과실이 없고, 추돌차량의 전방주시 태만 및 안전거리 미확보로 인하여 발생하므로 추돌차량의 일방과실로 보아 양 차량의 기본 과실비율을 100:0으로 정하였다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차41-1","NaN","NaN","NaN","NaN"
102,"⊙일반 도로 및 고속도로(자동차전용도로 포함)에서 A차량이 진행 중 전방에서 선행사고 후 사고처리가 완료되지 않아 도로상에 주·정차하고 있는 B차량을 추돌한 사고이다.","⊙일반 도로에서의 추돌사고는 추돌한 차량의 전방주시의무 위반과 안전거리 미확보(도로 교통법 제19조 제1항)로 인하여 발생하는 것이 일반적이므로 뒤에서 추돌한 A(추돌차)와 앞에서 추돌을 당한 B(피추돌차)의 기본 과실비율을 80:20으로 정한다.","차42-1","NaN","⊙수정요소는 아래 ① 내지 ④를 거쳐서 B의 과실이 인정되어 A의 비율이 100미만이 될 경우에 한하여 A의 과실 사유를 가산한 뒤 최종 비율을 확정한다. 유의할 점은 ② 또는 ③ 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","NaN","NaN"
103,"⊙일반 도로의 가장자리(갓길 포함) 또는 도로와 보도의 가장자리에 동시에 걸치고 주·정차 중인 A차량을 동일방향에서 후행하여 진행하는 B차량이 추돌한 사고이다.","⊙추돌사고의 경우 기본적으로 선행차량인 피추돌차량은 과실이 없고, 추돌차량의 전방 주시태만 및 안전거리 미확보로 인하여 발생하므로 추돌차량의 일방과실로 보아 양 차량의 기본 과실비율을 0:100으로 정하였다.","차42-2","NaN","⊙A의 수정요소를 먼저 가감하고 B의 비율이 100미만이 될 경우에 한하여 B의 과실을 가산 하여 최종 비율을 확정한다. ① 폭우, 진한 안개, 야간에 가로등이 없어서 어두운 곳에서는 추돌차량이 주·정차 중인 차량을 발견하기가 용이하지 않으므로 피추돌차량인 A차량의 과실을 가산할 수 있다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","NaN","NaN"
104,"⊙고속도로(자동차전용도로 포함) 등에서 갓길에 주(정)차인 B차량을 동일방향에서 후행 하여 주행하는 A차량이 추돌한 사고이다.","⊙도로교통법 제60조 제1항에 따라 자동차의 고장 등 부득이한 사유가 있는 경우에만 갓길을 통행할 수 있으므로 갓길에 정차한 차량이 위와 같은 부득이한 사정이 있는 경우를 B차량 측이 입증했음을 전제로 피추돌차량이 사고에 관한 예견 및 회피가능성을 인 정하기 어려우므로 추돌차량인 A차량의 일방과실로 보아 양 차량의 기본 과실비율을 100:0으로 정한다.","차42-3","NaN","⊙B의 수정요소를 먼저 가산하고 A의 비율이 100미만이 될 경우에 한하여 A의 과실을 가산 하여 최종 비율을 확정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","NaN","NaN"
105,"⊙일반 도로 및 고속도로(자동차전용도로 등 포함)의 차로가 감소하거나 합류하는 지점에서 본선을 진행하는 A차량과 진로를 변경하여 본선에 합류하는 B차량이 충돌한 사고이다.","⊙차로가 감소하는 지점에서는 합류차량과 본선차량 모두 차로 감소를 예상하여 운행에 주의를 기울여야 하지만, 진입하는 합류차량이 직진 중인 본선차량보다 더 주의해야 한다는 점을 감안하여 양 차량의 기본 과실비율을 40:60으로 정한다.","차43-1","NaN","⊙현저한 과실과 중대한 과실 등은 제3편 제2장 3. 수정요소의 해설 부분을 참조한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","NaN","NaN"
106,"⊙도로를 선행하여 진행하다가 차로를 변경하는 B차량과 동일방향에서 후행하여 직진하는 A차량이 충돌한 사고이다.","⊙차로(진로)를 변경하려는 선행 차량은 변경하려는 곳의 후행 차량과 충분한 거리를 확보 해야 하며(도로교통법 제19조 제3항 및 대법원 1986.12.9. 선고 86다카1551 판결), 후행 차량의 위험을 초래하지 않도록 차량의 조향장치와 제동장치를 정확히 조작해야 하므로 (도로교통법 제19조 제3항 및 대법원 2010.11.25. 선고 2010도7009 판결), 선행 차로변 경 (진로변경) 차량의 과실이 더 크나, 후행 차량도 운전시 항상 전방주시를 하여 선행차량 의 차로변경(진로변경)시 감속 또는 제동 등을 통해 사고가 발생하지 않도록 할 주의의무가 있으므로 (도로교통법 제48조 제1항 및 서울중앙지방법원 2018.5.29 선고 2018나1901 구상금 판결), 이 사고의 기본 과실비율은 30:70로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차43-2","NaN","NaN","NaN","NaN"
107,"⊙오른쪽 3차로에서 2차로로 진로변경을 하는 A차량과 왼쪽 1차로에서 2차로로 진로변경을 하는 B차량이 충돌한 사고이다.","⊙양 차량이 좌우에서 동시에 진로변경을 하던 중에 발생한 사고로서 양 차량 모두 진로변경 방법 위반의 과실이 있는 것이므로 양 차량의 기본 과실비율을 동등하게 보아 50:50으로 정한다.","차43-3","NaN","① 차량이 정체차로에서 대기 중 진로변경을 하는 경우에는 보통 갑자기 진로변경을 하게 되어 상대 차량이 그 차량의 진로변경을 예측하기가 어렵고, 대기 중 진로변경차량의 주행 속도가 현격히 느려 상대적으로 속도가 빠른 상대차량과 충돌가능성이 높다는 점을 고려 과실을 10%까지 가산할 수 있다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","NaN","NaN"
108,"⊙좌회전 차로인 1차로에서 대기 중인 A차량이 직진 차로인 2차로로 진로변경을 하다가 2차로 에서 직진하는 B차량의 측면을 충돌한 사고이다.","⊙A차량은 도로교통법 제19조 제3항에 정한 진로변경방법을 위반하여 사고를 일으킨 점, B차량으로서는 A차량이 좌회전 차로에서 대기 중에 갑자기 2차로로 진로변경을 할 것 으로 예측하기는 어려운 점, A차량의 오른쪽 앞부분으로 B차량의 왼쪽 옆부분을 충돌 한 점을 종합하면, B차량의 불가항력적인 사고라고 보아 양 차량의 기본 과실비율을 100:0으로 정한다.","차43-4","NaN","⊙현저한 과실과 중대한 과실 등은 제3편 제2장 3. 수정요소의 해설 부분을 참조한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","NaN","NaN"
109,"⊙A차량과 B차량이 한 개 차로에서 선후행으로 진행하다가 후행하던 A차량이 먼저 진로 변경을 개시한 상태에서 선행하던 B차량도 동일 방향으로 진로변경하면서 A차량과 B차량 이 충돌한 사고이다. ⊙선행 B차량이 먼저 진로변경 개시하였음에도 후행 A차량이 전방주시를 태만히 하고 안전 거리를 미확보하여 위험하게 추월 진행하려다가 발생한 사고에 대해서는 위 기준을 적용 하지 아니한다.","⊙후행하던 A차량이 먼저 진로변경을 개시하였으나 선행하던 B차량도 같은 방향으로 진로 변경을 하면서 양 차량이 충돌한 경우 B차량이 진로변경하여 진입하려는 차로에 선진입 하여 진행하는 A차량을 살피지 못한 과실이 인정되나 A차량도 선행하는 B차량의 동태 를 살피며 B차량을 추월할 전방주시의무가 요구되는 점을 고려하여 양 차량의 과실비율 을 40:60으로 정하였다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차43-5","NaN","NaN","NaN","NaN"
110,"⊙일반도로, 고속도로 등(자동차전용도로 포함)에서 선행 중 갓길로 진로변경을 하던 A차량과 갓길에서 후행 직진 중인 B차량이 충돌한 사고이다.","⊙충돌 당시 양 차량 모두 통행이 금지되어 있는 갓길로 진행한 잘못이 있으나, A차량은 진로 변경을 하여 갓길로 진입하려는 차량이고 B차량은 이미 갓길에서 진행중임을 고려하여 양 차량의 기본 과실비율을 60:40으로 정한다.","차43-6","NaN","① 도로교통법 제38조 제1항에 따라 진로변경시 미리 방향지시등을 작동하여 후행차량에게 알려야 하는데, 이러한 신호를 불이행하거나 지연한 경우 A차량의 과실을 10%까지 가산 할 수 있다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","NaN","NaN"
111,"NaN","NaN","차43-7","NaN","NaN","NaN","NaN"
112,"⊙중앙선이 설치되어 있는 도로(차도)를 진행하는 A차량과 도로(차도)가 아닌 장소에서 우회 전을 하여 A차량이 진행하는 차도로 진입하고 있는 B차량이 충돌한 사고이다.","⊙도로교통법 제18조 제3항에 따라 차도가 아닌 장소에 있는 차량은 도로 진입시 일단 정지 후 안전여부를 충분히 확인하면서 서행하여야 할 의무를 지고 있지만, 도로에서 진행하는 직진차량도 차도가 아닌 장소에서 도로로 진입하는 차량의 유무와 동태를 주시하여야 할 기본적인 의무가 있다는 점을 고려할 때, 차도가 아닌 장소에 있던 차량인 B차량이 우회전을 하여 양 차량의 기본 과실비율을 20:80으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차44-1","NaN","NaN","NaN","NaN"
113,"⊙신호기에 의해 교통정리가 이루어지고 있는 교차로에서 직진 및 좌회전 신호에 따라 1차로 에서 선행하여 좌회전을 하는 B차량과 B차량의 후방에서 중앙선을 침범하여 B차량을 추월하던 A차량이 충돌한 사고이다.","⊙도로교통법 제22조 제3항에 따라 교차로에서의 앞지르기는 금지되어 있는데, A차량이 선행차량인 B차량을 추월하고자 중앙선을 침범한 후 교차로 내에서 추월을 시도한 반면, B차량은 선행차량으로서 좌회전신호에 정상적으로 좌회전을 하였으며 A차량이 중앙선을 침범하여 불법적으로 추월을 시도할 것으로 예상하기는 어려웠을 것이므로, A차량의 일방 과실로 보아 양 차량의 기본 과실비율을 100:0으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차45-1","NaN","NaN","NaN","NaN"
114,"⊙교차로에서 우회전하려는 B차량과 같은 차로 동일방향에서 B차량의 후방에서 후행하다 가 B차량이 우회전을 위하여 감속하자 B차량의 우측 좁은 공간으로 급진로변경하여 진입 하며 추월하려던 A이륜차가 충돌한 사고이다.","⊙동일차로 내에서 A이륜차가 B차량 후방에서 차로 중앙을 따라 주행하다가 선행 B차량 이 회전을 위하여 감속하자 B차량을 추월하기 위하여 차로 우측편으로 이동하며 B차량 의 우측 좁은 공간으로 급진입하는 경우 B차량으로서는 A이륜차의 진입을 미리 예상하 거나 발견하기 어려우므로 우측으로 급진로변경 추월한 A이륜차의 과실이 중하나, 교 차로에서 우회전하려는 B차량도 미리 도로의 우측단으로 접근하여 가장자리를 따라 우 회전하여야 하는데 우회전하는 B차량 우측편으로 A이륜차가 진입할 공간이 남아있음 에도 B차량이 우측 공간으로 진입한 A이륜차에 주의하지 못한 점을 고려하여 기본과실 을 90:10으로 정하였다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차45-2","NaN","NaN","NaN","NaN"
115,"⊙앞지르기(추월)가 금지된 도로에서 선행하는 A차량과 동일방향에서 후행하다가 A차량을 추월하면서 A차량의 전방으로 진입(앞지르기) 하려는 B차량이 충돌한 사고이다.","⊙도로교통법 제22조 제3항에 의한 앞지르기 금지 장소에서의 추월행위는 피추월차량의 예측가능성과 회피가능성이 현저히 낮기 때문에 추월차량인 B차량의 일방과실로 보아 양 차량의 기본 과실비율을 0:100으로 정하였다.","차45-3","NaN","⊙현저한 과실과 중대한 과실은 제3편 제2장 3. 수정요소의 해설 부분을 참조한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","NaN","NaN"
116,"⊙차량정체중인 도로에서 후방에 있던 A차량이 먼저 중앙선을 침범하여 추월을 하는 중에 전방에 있던 B차량이 뒤늦게 중앙선 침범하여 추월을 시도하다 충돌한 사고이다.","⊙기본적으로 양 차량 모두 중앙선을 침범한 과실이 있지만, 후방차량이 전방차량에 비하여 주변 시야가 넓게 확보되어 있고 전방의 교통상황을 살피기가 용이하므로 후방차량인 A차 량의 과실을 크게 볼 수 있다는 점, 전방차량인 B차량은 후사경을 통해 중앙선을 넘어 역주행 하는 A차량을 미리 발견할 수 있었다는 점 및 중앙선을 넘어 역주행을 하는 경우에는 교통 사고를 발생시키거나 대형사고를 유발할 가능성이 매우 큰 위험한 운행이므로 갓길 주행 이나 버스전용차로 주행과는 달리 보아야 한다는 점을 고려하여, 양 차량의 기본 과실비율을 60:40으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차45-4","NaN","NaN","NaN","NaN"
117,"⊙중앙선이 점선인 도로의 차로 중앙에서 정상 직진 중인 A차량과 동일방향에서 후행하다가 A차량의 근접거리에서 전방 우측으로 차도가 아닌 장소로 진출, 회전 등을 하고자 중앙선을 넘어 A차량을 추월하면서 A차량 전방으로 진입하는 B차량이 충돌한 사고이다.","⊙도로교통법 제21조 제3항에 정한 앞지르기 방법을 위반한 추월차량의 과실이 중대하고, 피추월차량의 예측가능성과 회피가능성이 현저히 낮다는 점에 비추어 추월차량인 B차량의 일방과실로 보아 양 차량의 기본 과실비율을 0:100으로 정하였다.","차45-5","NaN","① 도로교통법 제20조 제1항에 따라 피추월차량이 추월차량보다 계속하여 느리게 진행하 고자 할 때에는 도로의 오른쪽 가장자리로 피하여 진로를 양보하여야 할 의무가 있는데, 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","NaN","NaN"
118,"⊙동일 방향, 동일 차로로 진행하던 양 차량 중 후행하던 A차량이 진로변경이 금지되어 있는 백색 실선구간에서 진로변경을 하여 선행차량인 B차량을 추월하여 선행차량 앞으로 다시 진로변경(앞지르기)을 하는 A차량과 자신의 차로에서 계속 직진 중인 B차량이 충돌한 사고이다.","⊙A차량은 도로교통법 제19조 제3항에 정한 진로변경방법 및 동법 제21조에 정한 앞지르기 방법을 모두 위반하였을 뿐만 아니라 진로변경이 금지되어 있는 흰색 실선구간에서 선행 차량인 B차량을 추월하여 그 앞으로 진로변경을 하다가 B차량을 충돌한 사고이므로 A차량의 일방과실로 보아 양 차량의 기본 과실비율을 100:0으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차45-6","NaN","NaN","NaN","NaN"
119,"⊙(가) 교차로 유턴허용구역에서 선행하여 유턴중인 A차량과 후행하는 B차량이 급 유턴을 하던 중에 충돌한 사고이다. ⊙(나) 교차로 유턴허용구역에서 선행 A차량과 후행 B차량이 동시에 유턴을 하던 중에 충돌한 사고이다.","⊙(가) 유턴구역에서 정상적으로 유턴을 하는 선행차량은 후행차량이 후방에서 일시정지 또는 대기하고 있다가 먼저 유턴하려고 갑자기 유턴을 시도하여 앞으로 나올 것이라고 예상하기는 어려우므로 양 차량의 기본 과실비율을 0:100으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차46-1","NaN","NaN","NaN","NaN"
120,"⊙교차로에서 우회전 또는 직선도로에서 직진할 예정인 B차량이 전방 또는 오른쪽 차로에서 정차중인 A차량으로 인하여 부득이하게 추월하여 우회전 또는 직진을 시도하던 중 갑자기 출발하는 A차량과 충돌한 사고이다.","⊙도로교통법 제21조 제4항에 따라 정차 후 출발하는 A차량은 우회전 또는 직진을 위해 추월 시도하는 B차량의 앞지르기를 방해하여서는 아니될 주의의무가 있고, 특히 정차 중 출발 시 전방주시의무를 위반하였으므로 A차량의 과실이 중하다고 할 것이지만, 우회전 또는 직진하여 추월을 시도한 B차량의 과실도 인정된다는 점을 감안하여 양 차량의 기본 과실비율을 80:20으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차47-1","NaN","NaN","NaN","NaN"
121,"⊙직선도로에서 B차량이 오른쪽 차로에 정차중인 A차량 앞으로 진로변경하던 중 출발하는 A차량과 충돌한 사고이다.","⊙도로교통법 제21조 제4항에 따라 정차 후 출발하는 A차량은 B차량의 앞지르기를 방해 하여서는 아니 될 주의의무가 있고, 특히 후행 B차량은 A차량의 정차사실을 신뢰한 채 운행하던 중이므로 정차한 후 전방 및 좌우주시의무를 위반한 채 만연히 출발하는 선행 A차량의 과실이 중하다고 할 것이지만, B차량도 정차 차량의 동태를 살필 주의의무가 인정되는 점을 감안하여 양 차량의 기본과실을 70:30으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차47-2","NaN","NaN","NaN","NaN"
122,"⊙직선도로에서 직진할 예정인 B차량이 전방 또는 오른쪽 버스정류장에서 정차중인 A차량을 추월하여 A차량 앞으로 진로 변경하여 직진을 시도하던 중 출발하는 A차량과 충돌한 사고이다.","⊙도로교통법 제21조 제4항에 따라 정차 후 출발하는 A차량과 직진을 위해 추월을 시도하는 B차량의 경우 양 차량 공히 주의의무가 있으나, ① 본 사고 유형의 경우 사고 지점이 승객 의 승하차를 위한 단시간 내의 정차 및 출발이 예정되어 있는 버스정류장 지점으로서, 정차 및 출발시점을 예측하기 어려운 일반 도로상 일반차량의 정차후 출발사고와는 사고 유형 이 다르다는 점, ② 정차후 출발하는 버스로서는 급제동시 승객의 전도사고 위험성이 상당 히 높아 버스는 즉각적인 제동조치 등이 어려운 점 등 감안하면, 정류장에서 승객의 승하차를 위해 정차중인 버스차량 앞으로 추월하며 진로변경하는 B차량에게 더 많은 주의의무가 요구되는 점을 감안하여 양 차량의 기본과실을 40:60으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차47-3","NaN","NaN","NaN","NaN"
123,"⊙일반 도로 및 고속도로나 자동차전용도로 등 차량이 운행하는 도로에서 후행하는 A차량이 동일방향에서 선행하는 B차량에서 떨어진 낙하물을 충격한 사고이다.","⊙도로교통법 제39조 제4항에 따라 차량의 화물이 떨어지지 아니하도록 덮개를 씌우거 나 묶는 등 확실하게 고정될 수 있도록 필요한 조치를 하여야 할 의무가 있고, 도로를 진 행하는 후행차량이 선행차량에서 떨어지거나 도로상에 이미 떨어져 있는 낙하물에 대한 예견가능성과 회피가능성이 현저히 낮으므로 선행차량의 일방과실로 보아 양 차량의 기본 과실비율을 0:100으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차48-1","NaN","NaN","NaN","NaN"
124,"⊙주차장 내에서 통행로를 주행하는 A차량과 주차구역에서 전진 내지 후진하여 통행로로 출차하는 B차량이 충돌한 사고이다.","⊙주차장 내에서 통행로를 진행 중인 차량과 주차구역에서 주차하였다가 통행로로 출차하는 차량 사이의 사고로서 도로교통법 제18조 제3항의 도로가 아닌 장소에서 도로로 진입 중 사고와 유사하므로 차44-1 기준을 준용하되, 주차구역에서 출차하는 차량을 충분히 예상 할 수 있는 주차장이라는 특성을 감안하여 B차량의 과실을 10% 감산하여 양 차량의 기본 과실비율을 30:70으로 정하였다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차51-1","NaN","NaN","NaN","NaN"
125,"⊙주차구획으로 주차를 하기 위해 후진으로 선행 진입을 시도 중인 A차량의 회전반경 내로 후행하던 B차량이 추월하다가 충돌한 사고이다.","⊙주차장은 기본적으로 주차를 위한 시설인바, 선행 A차량의 주차구획 진입동작이 후행 B차량에 의하여 인식 가능한 상태(비상등 점멸, 방향지시등 작동, 후진등 점등 또는 선행 A차량의 방향상태 등)에 있음을 전제로 주차구획 진입동작을 우선시하여, 후행 B차량의 경우 주차공간을 물색하는 선행 A차량을 뒤따라 진행하는 차량으로서는 항시 주차공간으로 진 입할 것을 예상하여 최소한의 회전반경 내에 접근하지 않을 주의의무가 있음에도 잠시 양보하지 않고 곧바로 뒤따라 우측 방향으로 앞지르기 진행한 점을 고려하여, 양 차량의 기본과실을 40:60으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차51-2","NaN","NaN","NaN","NaN"
126,"⊙B차량이 도로(갓길 포함)에서 주·정차 중에 좌(우)측 문을 열면서 동일 방향 후방에서 진행 해오는 A차량과 B차량의 문이 충돌한 사고이다.","⊙문이 열리는 차량은 문을 열기 전에 후행 차량의 유무 등 안전을 확인해야 할 주의의무가 있으므로 문 열리는 차량인 B차량의 과실이 매우 중하다고 할 것이지만, 후행 차량도 도로 가장 자리에 주·정차한 차량에서 운전자나 탑승객이 내리기 위해 문을 열 가능성을 염두에 두고 전방주시를 철저히 하면서 서행할 의무가 있다는 점을 감안하여 양 차량의 기본 과실 비율을 20:80으로 정하였다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차52-1","NaN","NaN","NaN","NaN"
